analysis_config,rows,avg_cost_per_ticket_usd,observed_10k_cost_usd,projected_47k_cost_usd
llm_only__base_llm1__mem_rag_bm25,10000,0.0066535127999998965,66.53512799999896,312.71510159999514
llm_only__base_llm2__mem_rag_bm25,10000,0.003085175699999897,30.85175699999897,145.00325789999516
slm_dominant__base_slm1__esc_llm2__mem_rag_bm25,10000,0.0010794700999998776,10.794700999998776,50.73509469999425
slm_dominant__base_slm2__esc_llm2__mem_rag_bm25,10000,0.001243887789999818,12.438877899998179,58.46272612999144
slm_only__base_slm1__mem_rag_bm25,10000,0.0006545588499998758,6.5455884999987575,30.76426594999416
slm_only__base_slm2__mem_rag_bm25,10000,0.0007001069599998022,7.001069599998022,32.905027119990706
